MinTemp,MaxTemp,Lluvia,Evaporacion,Sol,VelRafaga,Vel9am,Vel3pm,Hum9am,Hum3pm,Pres9am,Pre3pm,Nub9am,Nub3pm,Temp9am,Temp3pm,LluviaHoy,LluviaMan,Koppen,Estacion
22.6,30.6,0,7.6,11.3,33,17,22,64,54,1013.5,1009.6,3,1,27.5,29.3,No,No,Temperate,Primavera
5.3,23.3,0,3.6,5.6,83,2,37,90,26,1018,1010.5,1,8,9.5,22.5,No,Yes,Temperate,Otoño
12.2,22.6,0,1.6,6.8,33,19,13,63,43,1025.8,1024.7,6,7,16.2,21.7,No,No,Temperate,Otoño
12.6,20.4,24.6,4.2,7.6,48,22,22,84,43,1009.8,1012.6,6,4,14.8,19.8,Yes,No,Subtropical,Otoño
16.7,35.2,0,11.6,13,69,26,13,30,14,1017.4,1013.5,0,1,25.9,35.2,No,No,Subtropical,Primavera
15,25.1,0,8.4,9.8,43,13,17,55,49,1010.6,1009,7,5,20.7,23.4,No,No,Subtropical,Verano
7.5,18.9,2.4,2.2,8.5,33,15,22,64,50,1024.5,1021.4,6,7,12,16.8,Yes,No,Temperate,Primavera
8.3,13.9,0,1.2,0.2,33,19,17,86,74,1029.5,1028.8,8,8,10.6,13.3,No,No,Temperate,Otoño
10.7,15.9,0.2,1.4,2.2,54,13,20,82,69,1013.7,1009.7,7,6,11.7,14.6,No,No,Temperate,Invierno
27.3,32.5,0,7.2,7.2,37,17,26,79,63,1010.5,1007.2,7,7,28.4,31.6,No,No,Temperate,Verano
10.2,20.1,0,4.4,7,80,26,43,55,33,996.2,995.6,6,3,17,18.3,No,No,Temperate,Primavera
6.1,18.3,0,1.8,8.3,24,4,11,100,52,1027.9,1024.4,6,3,9,16.4,No,No,Temperate,Primavera
7.4,15.4,19.8,3.6,0.1,54,20,24,58,59,996.3,998.3,7,8,10.8,14.2,Yes,Yes,Temperate,Primavera
9.2,31.1,0,5.4,10.4,52,30,24,60,14,1024.1,1019.6,1,2,16.7,30.2,No,No,Temperate,Otoño
25.2,31,0,3.6,3.1,26,7,15,81,80,1013,1012.9,7,7,27.3,27.9,No,Yes,Subtropical,Verano
7.5,18.6,0,3.2,7.6,26,9,11,74,54,1020.5,1017.9,6,3,13.6,18.1,No,No,Temperate,Otoño
7.3,18.4,1.4,0.8,7.6,30,13,13,64,42,1015.8,1016.3,5,2,12.3,18,Yes,No,Temperate,Otoño
20.4,35,0,12.8,13.3,67,44,24,38,22,1016,1012.5,0,3,24.4,33.7,No,No,Temperate,Verano
16.3,35.2,0,7.4,12.1,35,11,15,78,25,1018.1,1014.6,1,1,23.3,34.3,No,No,Subtropical,Verano
15.2,29,0,10.4,11.2,50,35,20,47,22,1013.4,1009.7,1,1,20.7,28.2,No,No,Subtropical,Otoño
16.6,22.1,1.4,7.2,8.5,43,15,20,50,49,1015.9,1016.3,6,7,20.4,20.7,Yes,Yes,Subtropical,Primavera
12.4,26,0,9,12.3,52,19,30,38,39,1016.4,1013.9,1,2,21.2,24.1,No,No,Subtropical,Verano
20.1,26.3,2.2,1.4,5.3,26,11,19,83,72,1016.9,1016.8,6,5,23.5,24.4,Yes,No,Subtropical,Verano
0,19.7,0,3.8,10.1,39,6,19,51,27,1025.5,1021.3,0,0,9.7,19.1,No,No,Grassland,Otoño
4.8,19.4,0.2,6.2,12.8,39,6,20,71,55,1020.1,1018.8,1,2,15.3,19,No,No,Temperate,Primavera
12.6,27,0,8.4,9.5,48,7,26,57,56,1016.9,1015.6,6,3,20.9,24.3,No,No,Subtropical,Otoño
14.6,18.4,0,4.8,2.7,39,15,19,66,66,1014,1012,7,8,15.1,17.2,No,Yes,Temperate,Otoño
6.3,20.6,0,5,10.8,24,9,13,61,23,1022.3,1018.4,1,0,12.5,19.2,No,No,Desert,Invierno
19.3,35.5,0,11.6,7.7,70,48,41,32,21,1008.8,1006,6,7,24.7,33.3,No,Yes,Temperate,Otoño
13.7,23.8,0,8.4,4.9,63,41,30,39,38,1021.4,1016.2,7,7,18.5,23.8,No,No,Temperate,Otoño
14,30.4,0,3.8,11.3,43,7,17,74,49,1021,1017.6,1,2,22.5,27.9,No,No,Subtropical,Verano
4.7,12.4,0,1,1.6,39,28,17,93,78,1013.5,1009.4,7,7,7.2,11.1,No,No,Temperate,Invierno
14.9,20.9,0.8,5.8,3.7,37,7,26,88,71,1014.2,1011.7,7,3,15.4,18.3,No,Yes,Temperate,Otoño
12.2,28.5,0,10.4,8.5,37,9,17,82,41,1020.7,1017.8,7,3,17.3,27.9,No,No,Temperate,Verano
17.3,29.1,0,8.4,11.9,35,13,17,59,50,1016.1,1012.1,4,1,26,28.3,No,No,Temperate,Primavera
18.6,33.1,0,10.8,10.3,39,17,9,55,28,1011.9,1007.8,0,3,23.6,31.8,No,No,Subtropical,Verano
2,17.6,0,0.6,4.1,17,11,11,97,64,1016.9,1012.7,7,6,6,16.6,No,No,Temperate,Invierno
9.2,15.9,2.6,4.6,8.6,39,9,22,57,54,1011,1009.8,6,5,12.2,14.5,Yes,No,Temperate,Verano
16.5,23.4,1.4,3.6,10.7,33,17,22,68,56,1017,1015.8,2,1,21.2,22.9,Yes,No,Subtropical,Otoño
4.3,15.7,0,4.6,4.3,35,6,19,87,43,1022.8,1019.9,7,6,8.9,15,No,No,Temperate,Primavera
12.9,25,0,8,8.8,33,15,15,54,29,1018.1,1016.2,8,2,16.3,24.2,No,No,Temperate,Otoño
24.6,32.2,28.8,8.8,7.4,44,13,26,80,69,1008.1,1006.1,7,7,29.6,31.7,Yes,No,Temperate,Verano
8.8,15.4,0.8,2,4.1,50,15,17,89,59,1013.3,1015.1,7,6,11.1,12,No,No,Temperate,Invierno
8.4,27.5,0,7.4,13,31,4,22,58,23,1008.1,1006,1,1,16.4,25.5,No,No,Temperate,Verano
10.5,35,0,5.2,9.3,39,9,26,85,19,1011.8,1007.4,1,4,16.8,33.5,No,Yes,Temperate,Otoño
17.8,25,0,7.4,3.7,50,11,30,69,86,1015.6,1017.4,7,8,22.9,20.6,No,Yes,Subtropical,Primavera
22.3,36,0,9.8,9.7,61,28,13,61,28,1013.7,1011,4,4,27,34.5,No,Yes,Subtropical,Otoño
10.8,20.3,0,7.2,12.9,41,19,24,55,43,1016.8,1014.7,6,1,13.4,19.1,No,No,Temperate,Verano
13.8,36.7,0,10.6,11.8,37,13,17,11,10,1015.2,1009.6,0,0,28.3,35.7,No,No,Grassland,Primavera
5.7,12.3,1.6,2.2,6.5,50,7,15,55,58,1027.8,1028.5,4,7,8.6,11.2,Yes,No,Temperate,Invierno
12.2,29.4,0,4.6,11,26,15,7,63,24,1015.1,1011.1,2,4,21.7,28.7,No,No,Subtropical,Otoño
18.5,35.1,0,7.2,11.8,59,9,31,34,7,1008.8,1005,1,1,24.7,34.4,No,No,Temperate,Verano
17.4,27.3,9.4,0.8,2,30,15,17,66,50,1011.2,1008.8,7,7,21.8,25.8,Yes,No,Grassland,Verano
19.6,28.5,1.4,5,6.7,46,7,17,71,50,1022.2,1018.9,5,6,24,27.5,Yes,No,Subtropical,Verano
13,18.7,0.2,4,0,28,7,13,84,91,1015.6,1013.4,7,7,16.9,17.5,No,Yes,Subtropical,Verano
14.1,17.8,0,4,10,30,15,17,61,56,1021.8,1019.8,3,1,16.2,16.8,No,No,Subtropical,Invierno
14.7,22.9,1.6,3.6,3.5,54,17,20,92,64,1003.8,1003.3,7,6,18.8,21.8,Yes,Yes,Subtropical,Primavera
24.5,31.5,2.4,4.2,3.4,39,24,24,74,72,1004.1,1002.2,7,7,29,30.5,Yes,No,Temperate,Verano
10.4,15,0.2,2.4,5.5,31,6,19,57,68,1028,1025.9,7,2,13,14.3,No,No,Temperate,Otoño
8.9,18.4,0,2.2,4,26,9,13,80,47,1022.2,1020.5,7,7,11,18,No,No,Grassland,Otoño
21.5,28.1,0.4,1.8,6,37,17,26,76,67,1014.1,1011.3,7,6,23.4,26,No,No,Temperate,Otoño
13.8,22.3,0,4,9.5,44,11,28,57,37,1021.7,1022.4,7,1,15.5,20.4,No,No,Temperate,Verano
19.7,27.6,0.8,4,3.9,41,13,24,80,76,1020.6,1020.5,6,6,23.9,23.6,No,No,Subtropical,Otoño
22.5,28.4,0.4,5.6,2.4,31,4,11,82,79,1013.4,1010.5,7,8,26.8,25.7,No,Yes,Subtropical,Otoño
14.7,21.1,5,3.6,3.4,31,6,4,90,64,1017.4,1015.4,7,6,15.4,20.7,Yes,No,Subtropical,Invierno
17.8,20.7,0,12.4,1.3,56,22,13,57,61,1010.2,1013.7,6,7,19.5,17.3,No,No,Temperate,Primavera
14.4,24.7,0,10,6,31,13,19,76,58,1010.9,1008.8,8,1,17.7,23.1,No,No,Temperate,Verano
10.7,28.4,0,3.8,7.1,30,6,7,90,42,1025.2,1021.6,4,7,14.7,27.5,No,Yes,Temperate,Otoño
5.3,23,0,2,10,48,7,13,99,39,1028.1,1023.4,1,2,9.6,22.1,No,No,Temperate,Otoño
18.3,32.4,0,10.8,11.9,39,19,13,40,22,1015.4,1011.7,4,4,23.1,31.4,No,No,Subtropical,Verano
21.7,34.2,0,15,9.4,69,17,37,36,27,1005,1000.9,2,7,29.1,32,No,No,Grassland,Verano
6,16,4.4,0.6,7.2,26,11,7,82,46,1017.9,1015.6,7,3,9.8,15.7,Yes,No,Temperate,Otoño
20.9,25.6,13,2,2.6,37,17,17,87,83,1015.3,1013.4,7,7,23.3,24.2,Yes,Yes,Temperate,Otoño
12.1,23.3,0,3,8.2,28,17,9,64,66,1026.5,1024,2,6,20.4,23.3,No,No,Subtropical,Otoño
11.4,37.2,0,6.8,13.5,43,9,17,62,15,1013.9,1009.8,0,0,20.5,34.4,No,No,Temperate,Verano
21.7,35,0,16,9.5,85,37,46,6,17,1006.8,1003.9,2,4,30.3,32.9,No,No,Grassland,Primavera
9,20.5,1.2,4.4,8.9,48,13,30,63,39,1022.7,1023.5,6,4,13.7,18.6,Yes,No,Temperate,Verano
13.8,23.7,0,6.6,11.1,43,20,22,45,33,1012.7,1011.9,1,1,16.1,22.6,No,No,Subtropical,Otoño
22.8,32.6,28.6,6,9,41,24,31,57,63,1011.5,1008.7,3,2,30.3,30.1,Yes,No,Temperate,Verano
8.3,29.1,0,10.2,11.9,54,13,24,63,32,1027.5,1023.3,1,2,14.2,27.2,No,No,Temperate,Primavera
12.9,23.5,0.2,4.8,12.4,31,13,13,56,38,1019.9,1017.2,4,4,18.2,22,No,No,Subtropical,Primavera
15.9,25.9,0,7.4,10.8,41,13,17,72,48,1017.4,1018.1,6,3,18.7,25.1,No,No,Temperate,Verano
11.8,19.3,5,10.4,4,54,20,35,83,42,1013.2,1015.8,7,5,13.9,18,Yes,No,Temperate,Verano
26.4,32.6,5.4,7,7.7,28,13,15,80,76,1008,1004.6,8,5,29.1,31.1,Yes,No,Temperate,Verano
7.8,35.5,0,5.4,13.2,41,19,17,43,13,1018.2,1014,1,2,20.8,34.1,No,No,Temperate,Verano
13.6,34.9,0,7.2,12.2,37,15,13,16,5,1022.3,1019.8,6,3,22.6,33.6,No,No,Grassland,Primavera
-0.6,14.5,0.6,1.2,8.1,17,9,2,91,52,1024.6,1021.1,2,5,5.3,13.2,No,No,Temperate,Invierno
11,19.5,0.4,1.8,4.2,50,11,20,69,49,1018.5,1014.5,6,5,14.7,18.5,No,Yes,Subtropical,Primavera
6.7,23,0,3.6,9.5,52,22,17,53,28,1022.7,1017.3,3,0,13.9,22.4,No,No,Subtropical,Otoño
25.8,31.8,0,9.4,10.5,39,17,30,69,60,1013.3,1009.9,5,1,29,29.5,No,No,Temperate,Primavera
11.1,23,0,6.8,10.4,48,9,28,48,21,1021.1,1019.7,2,3,15,21.4,No,No,Desert,Otoño
3.4,20.1,0,3.2,10.9,31,9,20,57,35,1028.1,1023.7,0,0,14,19.3,No,No,Temperate,Invierno
25.3,31.8,2.2,4.6,2.6,30,19,20,81,67,1009.1,1006.2,7,7,27.3,30.2,Yes,No,Temperate,Verano
13.5,17.3,19.4,3.2,5.4,52,17,20,76,53,1015.4,1016,7,5,13.8,15.2,Yes,Yes,Subtropical,Primavera
5.9,16,2.8,4.8,0,57,30,26,78,52,1014.5,1013.6,7,7,8.3,14.4,Yes,No,Temperate,Primavera
6.2,16.8,0,1.4,10.4,31,15,11,80,52,1014.6,1012.7,1,2,11,15.6,No,No,Temperate,Primavera
21.5,33.7,0,8.6,11,39,17,15,46,25,1013.8,1009.8,1,1,26,33,No,No,Temperate,Otoño
15.3,21.1,0,2.6,0.7,44,9,17,69,73,1012.8,1007.2,7,7,15.7,21,No,Yes,Subtropical,Invierno
9.7,12.3,18.8,3.2,0,63,30,22,80,88,1004.3,1001.5,7,8,11,11.2,Yes,Yes,Temperate,Invierno
13.2,33.9,0,5.8,9.7,72,9,7,87,34,1006.3,1000.3,2,2,17.4,31.9,No,No,Temperate,Verano
7.5,14.7,4.2,2.2,6,48,19,33,82,64,1018,1017.4,6,5,10.2,12,Yes,No,Temperate,Invierno
3.2,18.7,0.2,10.4,11.2,39,4,11,58,17,1022.9,1020.2,1,0,12,18,No,No,Temperate,Primavera
5.8,19.4,6.6,1.4,8.2,43,6,19,78,66,1015.7,1015,1,7,14.1,17.4,Yes,Yes,Subtropical,Otoño
11.7,18.1,17.6,1.4,2.5,67,15,26,83,84,1010.5,1005.7,7,7,14.9,15.5,Yes,Yes,Subtropical,Invierno
7.4,24.8,0,4,10.3,31,4,9,41,25,1014.5,1011.7,1,0,15.4,24.1,No,No,Grassland,Invierno
5.4,17.3,0.2,1,5.9,22,2,17,99,61,1025.4,1022.5,7,1,8.2,16.6,No,No,Temperate,Otoño
9.1,22.3,0,3.6,9.5,39,13,17,48,37,1023.1,1021.1,4,4,17.5,20.6,No,No,Subtropical,Primavera
10.9,30.4,0,8.6,11.7,43,9,30,44,11,1015.4,1013,2,1,18.9,29.7,No,No,Temperate,Otoño
2.6,18.1,0.4,1,6.7,15,9,4,99,60,1026.3,1022.5,6,1,4.5,17.1,No,No,Temperate,Invierno
6.3,20.9,0,4.4,11.7,37,17,22,48,40,1029.6,1026.1,1,0,14.9,20,No,No,Subtropical,Primavera
9.6,20.1,0,6.4,8.8,41,19,22,54,49,1019.6,1017.6,7,2,13.6,20.1,No,No,Temperate,Otoño
5.3,14.4,0.2,4.4,10,46,17,24,67,50,1009,1006.1,0,1,9.1,13.7,No,No,Temperate,Invierno
14.8,28.4,0,9.6,7.8,124,31,50,39,44,987.2,985.3,7,7,21.5,22.6,No,No,Temperate,Verano
13.6,20.4,0,3.4,1.9,41,15,20,62,51,1016.2,1012.7,7,7,15.4,19.3,No,Yes,Temperate,Otoño
9.1,23.2,0,5.6,9.9,31,13,13,81,41,1027.4,1026.1,1,1,15.3,22,No,No,Temperate,Otoño
12.1,28.9,0,7,13,50,7,20,67,40,1013.8,1011.5,3,7,17.1,25.8,No,No,Temperate,Verano
18.3,27,0.2,8,7.3,48,11,30,83,50,1012.7,1009.8,4,2,20,26.1,No,No,Subtropical,Otoño
18.5,26.4,1,7.4,5,37,15,13,65,47,1023.6,1021.5,7,6,22.4,25.6,No,No,Subtropical,Primavera
20.2,30.6,0,9.4,12.8,50,22,31,33,27,1009,1007.5,1,1,23.9,26.6,No,No,Subtropical,Verano
23.2,31.2,0,6,10.7,50,31,19,63,48,1014.6,1011.8,3,5,26,30.8,No,No,Temperate,Otoño
13.8,18.8,1.6,2,6.2,69,11,17,85,58,1007.3,1004.9,7,4,14.9,18.1,Yes,Yes,Subtropical,Invierno
20.7,29.2,0,3.2,8.6,26,6,13,61,58,1016.5,1015.3,6,7,26.9,27.8,No,No,Subtropical,Otoño
9.8,25.6,0,4.8,9.3,35,19,17,92,53,1010.2,1006,2,4,14.2,25,No,No,Temperate,Verano
28.1,39.6,0,14.2,8.4,57,17,35,35,28,1006.5,1003.7,6,6,34.1,37.1,No,No,Subtropical,Verano
22.5,30,0,2.2,3.8,37,11,20,69,52,1016.8,1015.5,7,7,25.9,28.4,No,No,Subtropical,Verano
11.8,23.3,0,4,5.1,44,22,20,49,27,1018,1013.2,7,1,14.9,22.9,No,No,Subtropical,Invierno
19.8,37.8,0,9.4,11,33,9,13,37,12,1008,1005.1,3,0,26.7,36.4,No,No,Grassland,Verano
19.9,29.7,0,7.8,11.6,35,11,17,61,52,1018.5,1015.7,2,1,26.1,28.1,No,No,Subtropical,Verano
10.9,23.5,0,1.6,10.3,28,9,6,89,43,1021.1,1018.5,7,3,14.5,23.3,No,No,Temperate,Otoño
15.1,26.8,0,4.6,9.9,20,4,9,67,53,1021.9,1018.3,1,3,20.7,24.7,No,No,Subtropical,Otoño
14.9,17.8,5.8,2.8,0,37,11,11,97,72,1019.4,1020.3,8,8,14.9,17.5,Yes,No,Temperate,Otoño
6.8,15.2,0.6,0.6,2.7,44,19,19,60,57,1012.7,1010.9,7,7,11.4,13.6,No,Yes,Temperate,Invierno
6.5,18.8,0,1.6,3.7,56,17,24,94,47,1013.6,1013.1,6,8,10.9,18.6,No,No,Grassland,Primavera
21.1,32.9,0,9.4,11.2,52,28,31,39,30,1015.6,1011.5,0,2,25.5,32.3,No,No,Temperate,Primavera
14.4,20.2,0.8,3.6,0.6,33,6,20,91,49,1019.2,1016.4,8,7,16.1,19.1,No,Yes,Grassland,Invierno
21.9,30.2,0,6.6,8.2,41,19,31,68,55,1018.1,1014.9,6,5,26.1,28.2,No,No,Temperate,Invierno
27.9,33.7,0,5.4,7.7,35,6,13,77,75,1006.7,1005.1,6,6,31.5,31.3,No,Yes,Temperate,Verano
15.3,24,0,6.4,5.7,26,7,13,52,50,1028.3,1024.7,7,6,21.6,23.2,No,No,Subtropical,Primavera
19.8,23.8,0,4,12,37,24,22,78,78,1011.2,1010.5,5,5,21.6,22,No,No,Subtropical,Verano
12.1,23.8,17.2,6,11.3,48,30,20,48,32,1010,1008.7,0,2,17.8,22.5,Yes,No,Subtropical,Otoño
25.4,31.1,0,4.2,3.8,44,11,26,84,74,1003.2,1000.2,7,6,26.1,29.5,No,Yes,Temperate,Verano
6.1,23.5,0,7,10.7,41,22,24,44,23,1018.3,1014.7,0,0,17.2,23.1,No,No,Subtropical,Primavera
9.3,26.8,0,4,10,44,11,13,40,21,1026.3,1022.8,1,0,19.1,26.4,No,No,Subtropical,Otoño
16.8,26.9,8.4,5.8,3.2,57,13,4,91,47,1011,1009.2,8,7,18.3,26.5,Yes,No,Temperate,Primavera
22.9,24.8,132.6,9.4,0,98,50,52,96,96,1006.4,1002.1,8,8,24.2,23.4,Yes,Yes,Temperate,Verano
5.3,19.9,0,2.4,9.6,24,9,11,67,34,1022.4,1018.4,1,2,11.1,19.3,No,No,Temperate,Otoño
5.1,18.3,0,1.4,9.8,33,11,17,73,39,1030.5,1026.5,0,0,9.8,17.7,No,No,Desert,Invierno
11.6,17.5,0,6.2,9.7,81,44,48,36,29,1006.9,1003.8,1,1,12.9,16.5,No,No,Subtropical,Invierno
13.4,28.8,0,5.2,9.4,31,19,13,63,27,1017.2,1013.3,6,5,21.6,28,No,No,Subtropical,Otoño
9.8,21.8,0,11,6.3,33,19,20,55,26,1026.1,1024.5,6,7,14.5,21.4,No,No,Temperate,Primavera
15.3,28,3.8,6.2,11.2,43,20,13,47,22,1016.9,1015,1,1,18.8,27.7,Yes,No,Subtropical,Otoño
8.4,18.7,2.2,2.4,8,35,4,20,69,48,1021.3,1020.3,1,7,15,17.5,Yes,No,Subtropical,Invierno
16.9,21.5,0,3.8,9.9,31,15,19,81,77,1018.6,1016.3,1,2,19.8,21.2,No,No,Subtropical,Primavera
2.9,19.3,0,3.8,10.6,26,13,7,70,46,1026.9,1024.8,0,3,12.1,18.9,No,No,Temperate,Primavera
5.2,17.6,0,2.2,10.1,17,7,2,64,41,1029.4,1025.4,0,0,12.1,17.4,No,No,Temperate,Invierno
14,33.8,0,4.4,10.6,63,11,17,65,23,1016,1012.9,1,1,18.4,30.8,No,No,Subtropical,Primavera
26.6,40.9,0,12.4,7.4,50,19,33,24,24,1011.2,1008.5,1,7,35.1,35.1,No,No,Grassland,Primavera
16.3,20.7,0,4,5.2,52,19,33,60,43,1021.8,1022.1,7,6,17.3,19.8,No,No,Temperate,Verano
9.2,24.6,0,3.6,10.6,22,7,6,57,27,1021.8,1019,0,0,15.9,23.9,No,No,Temperate,Otoño
8.6,18.4,2.2,2.6,5.1,46,22,17,71,73,1028.4,1027.3,1,7,10.4,16.9,Yes,Yes,Subtropical,Invierno
14.6,24,1,5,1.3,44,15,24,67,47,1022.9,1021.9,4,5,15.1,19.8,No,No,Desert,Otoño
21.8,26.3,6.2,4.6,4,48,28,28,77,74,1015.4,1013.9,2,6,25.1,25.2,Yes,Yes,Temperate,Otoño
15.4,25.1,0,8.8,10.5,31,9,20,84,48,1015.8,1013.6,5,1,16.9,24.3,No,No,Temperate,Otoño
11.6,25.8,0,3.4,12.6,33,13,19,81,49,1016.1,1015.8,3,1,16.1,23.3,No,No,Temperate,Verano
19,23.7,0,5.4,12.7,46,31,26,59,61,1008.1,1007.8,2,4,21.2,22.6,No,Yes,Subtropical,Verano
13.2,30.1,0,7,12.3,37,17,19,57,20,1021.4,1019.2,0,1,17.2,27.9,No,No,Grassland,Verano
23.9,41.4,0,13.4,10.9,76,30,35,25,13,1008.8,1002.8,3,6,33.4,39.4,No,Yes,Grassland,Primavera
10.2,19.7,0,5.6,12.6,43,19,28,51,42,1021.4,1018,2,7,14.2,19.3,No,No,Temperate,Verano
9.2,14.9,0,2.6,4.5,85,50,44,67,49,1011,1006,7,4,11.1,14.3,No,No,Temperate,Invierno
15.1,27.7,0,11.2,7.9,33,13,6,75,51,1018.7,1016.5,8,0,15.7,23.9,No,No,Temperate,Verano
9.7,12.7,0,5.4,0.1,67,11,22,55,94,1014.9,1012.7,7,7,11.6,8.5,No,Yes,Temperate,Invierno
11.4,15.6,5.2,2.2,3,46,15,28,75,89,1028.3,1028.1,6,7,12.5,12.1,Yes,Yes,Temperate,Invierno
5.3,14.7,2,1.2,2,20,7,13,92,68,1019.5,1016.7,7,7,10.5,13.8,Yes,No,Temperate,Otoño
24.8,33.6,0.8,9.6,10.4,50,20,33,54,48,1011.9,1008.7,4,2,29.1,31.4,No,No,Temperate,Verano
20.4,26.4,3.2,3,6.6,26,13,15,86,82,1006.3,1003.4,6,7,22.7,25.9,Yes,No,Subtropical,Otoño
19.9,41.2,0,15.6,13.1,46,15,6,24,13,1016.1,1011.3,0,0,27.2,39.8,No,No,Temperate,Verano
8.9,22.1,0,6,0.9,56,30,9,55,99,1009.7,1007.8,8,8,21.9,15.9,No,Yes,Temperate,Otoño
5.1,23.2,0,3,4.9,43,9,22,83,36,1025.7,1021.6,7,7,9.2,21,No,Yes,Grassland,Otoño
15.4,44.3,0,7.2,12.8,48,7,20,48,12,1009.8,1005.1,3,2,25.9,44.1,No,No,Temperate,Verano
13.8,19.1,0,3.8,11.5,28,15,15,57,53,1019.6,1016.7,1,1,17.3,18.2,No,No,Subtropical,Primavera
7.8,15.8,0.4,0.8,1.7,22,4,9,97,78,1033.7,1031.2,8,7,10.8,13.8,No,No,Temperate,Invierno
12.1,19.2,7.6,1.6,5.3,31,15,20,100,69,1017.6,1017.1,7,5,13.1,18,Yes,No,Temperate,Otoño
4,13.8,0,1.4,10.6,22,11,13,70,53,1029.7,1027.5,1,1,9.4,13.5,No,No,Temperate,Invierno
18.7,21,4,1.8,0,52,26,37,88,77,1017.4,1015.5,8,8,19.3,20.1,Yes,Yes,Temperate,Verano
2.6,18.7,0,5,7.5,31,17,15,56,27,1026,1024.7,6,5,11.7,17.4,No,No,Grassland,Primavera
24.2,34.2,0,7,9.7,39,11,17,69,44,1013.6,1009.9,1,4,29.3,32.9,No,Yes,Temperate,Otoño
17.7,41.7,0,9.8,10,41,17,19,39,13,1007.9,1004.2,0,5,27.2,40.6,No,No,Temperate,Verano
11.3,18.1,1,8.4,10.4,48,30,24,37,36,1019.4,1017.7,2,3,15.2,17,No,No,Subtropical,Primavera
16.1,20.5,56.8,5.4,8.3,57,20,26,95,80,1011.6,1009.7,7,1,18.1,19.6,Yes,No,Subtropical,Invierno
17.3,26.5,0,6.4,8.9,28,7,15,70,46,1019.1,1017.3,7,3,22.1,26,No,No,Subtropical,Primavera
16.6,26.8,0,10.6,4.2,35,17,19,43,35,1014.7,1012,7,7,21.3,25.4,No,No,Desert,Otoño
11.1,21.5,0,3.4,3.4,48,13,6,73,49,1019.9,1017.8,6,5,12.8,19.7,No,Yes,Subtropical,Invierno
25.2,39.1,0.2,6.6,9.2,46,9,19,36,61,1011,1009.3,5,7,33.9,30.3,No,No,Subtropical,Verano
10.1,23.2,0,3.6,10.4,33,11,17,67,38,1024.2,1021.7,1,1,15.8,22.6,No,No,Grassland,Otoño
7.3,16,16.6,3.4,5.4,43,6,13,91,77,1017.7,1017.4,2,4,12.2,14.2,Yes,Yes,Subtropical,Invierno
13.8,29.8,0,5.4,7,30,13,11,46,20,1013.7,1009.1,3,7,19.9,28.5,No,No,Temperate,Otoño
9.9,23.5,0,2,9.1,35,19,13,50,28,1025.9,1022.8,2,1,13.4,23.1,No,No,Subtropical,Invierno
18.6,22.4,4.4,2.8,6.5,54,22,24,89,79,1007.8,1006.4,7,7,20.2,21.3,Yes,No,Subtropical,Otoño
24.6,29.8,6,4,2.6,22,9,13,84,80,1009.3,1006.4,7,7,27.7,28.5,Yes,No,Temperate,Verano
15,31.6,0,12.8,13.2,50,17,28,44,22,1009.5,1008.4,3,2,24.9,29.8,No,No,Temperate,Primavera
26.8,31.9,0.6,7,10,39,15,28,76,66,1008,1004.8,7,7,28.7,31.3,No,Yes,Temperate,Verano
22,34.4,0.6,10.4,10.5,63,22,17,63,38,1012.7,1008.8,2,5,26.8,32.6,No,No,Subtropical,Verano
7.9,30.5,0,6.4,13.2,52,11,24,64,19,1013.6,1010.9,1,2,17.1,29.6,No,No,Temperate,Verano
16.4,24.7,0,4.2,9.8,39,9,24,51,45,1019.5,1015.8,3,1,20.3,23.1,No,No,Subtropical,Otoño
4.1,19.1,0,5,8.2,31,7,20,70,50,1030.1,1026.4,8,1,12.1,18,No,No,Temperate,Primavera
16.4,25.2,0,9.2,8.3,41,17,20,89,57,1011.5,1007.9,8,1,16.6,23.1,No,No,Temperate,Verano
9.5,23.1,0.2,5.2,9.7,37,9,26,59,38,1021.4,1019.8,7,7,18.2,21.8,No,No,Subtropical,Primavera
19.3,23.5,0,4.6,1.1,37,11,13,81,82,1017.4,1015.1,8,7,21.4,22.6,No,Yes,Subtropical,Otoño
22.9,38.6,0,14.8,12.2,43,13,17,54,20,1002.4,997.7,1,5,27.9,37.2,No,No,Grassland,Verano
-1.2,11.7,0,3.2,2.1,31,15,20,68,42,1021.1,1018.1,6,6,4,10.6,No,No,Subtropical,Invierno
22.5,33.7,0,12,10.8,37,6,24,74,59,1015.2,1011.9,4,2,27,31.5,No,No,Subtropical,Verano
11.9,24.3,4.2,5.8,10.9,28,9,7,77,43,1015.1,1012,1,1,14,22.6,Yes,No,Temperate,Otoño
10.2,21.8,0,5,10.4,44,22,13,51,39,1022.7,1020.3,1,5,13.5,20.1,No,No,Subtropical,Otoño
19.9,27,0,5,10.7,37,24,24,65,41,1014,1011.2,1,6,23.6,25.6,No,No,Temperate,Invierno
19.4,33.7,0,7.4,11.5,31,6,13,47,22,1012.1,1008,5,4,28.9,33.6,No,No,Temperate,Otoño
3.3,13.3,0,3,9.8,57,39,33,72,52,1019.4,1016.5,2,4,7.9,12.2,No,No,Temperate,Invierno
13.3,20.1,11.8,6,4.7,30,13,15,73,62,1025.7,1024.6,2,8,15.8,18.5,Yes,No,Temperate,Otoño
19,25.1,0.2,3.6,6.7,39,20,26,64,52,1022,1021.4,7,7,23.1,24.5,No,No,Subtropical,Otoño
